artist,album,title,text,
Will Wood and the Tapeworms,Everything is a Lot,"Jimmy Mushrooms' Last Drink: Bedtime in Wayne, NJ","[Verse 1]
Salt on the glass, coke on the knife
Is there anything left to escape but life?
I didn’t sign, I didn’t sign up for this
May today lose what yesterday won
Hope that tomorrow I’ll get something done
I’m gonna run, I’m gonna run out of time

[Chorus]
But, I’ll tell you what, I’m not afraid to die
I’m more afraid of what might happen first
Either way it’s not like we’ll get out alive
I can’t say that I know which one is worse

[Verse 2]
Everything’s useless, especially songs
I think the truth is that everyone’s wrong
Still sing along, still sing a long, long time
I might keep looking for nothing to find
They say “Keep trucking, it’s all in your mind!”
“Jimmy, you’re fine,” End of the line gaining speed
Wrapping trees

[Chorus]
But, I’ll tell you what, I’m not afraid to die
I’m more afraid of what might happen first
Either way it’s not like we’ll get out alive
I can’t say that I know which one is worse

But, I’ll tell you what, I’m not afraid to die
I’m more afraid of what might happen first
Either way it’s not like we’ll get out alive
I can’t say that I know which one is worse",
Will Wood and the Tapeworms,Everything is a Lot,Chemical Overreaction / Compound Fracture,"[Intro]
""We can't stop here this is bat country!""

[Verse 1]
Nettles on my saddle and a badge on my vest
Better bet I’ll never settle and I never could rest
Till the sunrise dies and sets in the west
A rattlesnake bite and a bullet in my chest
I won’t stop to drop to draw a line in the sand
‘Cause I’ll be picked apart to pieces by coyotes
I’m a lizard in the hand of the medicine man
Who is the wizard of the land on wild peyote, woah

[Chorus]
Aye aye, I eye my eyes, I’m taking action
Aye aye, I eye my eyes, I’m gaining traction
Aye aye, I eye my eyes, no more distractions
I’m done relaxing, I am a chemical reaction

[Verse 2]
Bienvenidos a la villa de arañas españas
Where the sentimental value of the city around you
Is deleted obsolete and still completely will stun you
I’m tripping like a klutz and I’m rolling like thunder
I’m a snot nosed pothead playing with matches
A rotten spot of mold with my hands on a cactus
My mouth is dry and my eyes are red
I’m chewing on sand ‘cause the desert’s in my head

[Chorus]
Aye aye, I eye my eyes, I’m taking action
Aye aye, I eye my eyes, I’m gaining traction
Aye aye, I eye my eyes, no more distractions
I’m done relaxing, I am a chemical reaction

[Outro]
Wretch and pule this panoramic
Stretched out view is fat with panic
Precognition lacks in hindsight
We caught the illness back before the twilight
I might be a saint worth steeples
I might be the brain of evil
Bad things happen to good people
Good things happen to me",
Will Wood and the Tapeworms,Everything is a Lot,Everything is a lot.,"[Verse]
Night sky, I wonder why
I am alive until I die
I find that at this size
No answer can be right
All the moments you’ve lost, all the money it cost
All the dreams that you tossed aside
All that you feel is only real
If you decide it inside

[Chorus]
So when you’re holding on to everything but
You feel you cannot let it go
'Cause everything is a lot

[Hidden Track]
We are Bodhisattva, we are Buddha, dying, waking up
As butterflies who fall asleep as Mahaprajnaparamita
We cut down our Bodhi Trees, burn Dalai Lama as a witch
From Shangri-La to Auschwitz, we barter, karma is a bitch
Glory be satori but it's hallucinatory
And it's sure to be a story we can tell in Purgatory
We saw it once on mescaline, enlightenment is boring
All your heroes reincarnated, the Grateful Dead is touring
Lao Tzu, Chuang Tzu, yin-yang tattoos
Fuck your mystic wisdom, find your own way home from Bonnaroo
It's just one more religion, fuck your visions, we've done acid too

Destroy to enjoy, destroy to enjoy, destroy to enjoy, destroy to enjoy",
Will Wood and the Tapeworms,Self-Ish,Self-,"[Verse 1]
I'll shake the apples from my family tree
So when the autumn comes to take the leaves
We'll write history books from memories
That we shared and will forget

[Verse 2]
Well, I don't remember 2012
But I heard the world would turn to hell
And compared to that, well I'm doing well
So I pray to God it really did

[Verse 3]
Well, they always ask you not to leave
And I am as they remember me
So when all my friends forget my name
No, I won't come back and be the same

[Outro]
No, I won't come back and be the same
And I'm gonna be my self again",
Will Wood and the Tapeworms,Self-Ish,2012,"[Intro]
Fuck!

[Verse 1]
I was an existential criminal, so innocently cynical
Ignorant as fuck but a proud individual
Originally meant to live a God-damned miracle
Might’ve been metaphysical, but I think it was medical
Testing my hypothesis
Never finding a theory

[Verse 2]
Emulating animals and mental aboriginals
A miserable fuck but a loud Tao mystical
An enemy of ritual traditionally integral
To Biblical originals, but literally pitiful
Too impatient for outpatient
Paging Dr. Leary

[Pre-Chorus]
Did you lose yourself? It’s always in the last place that you’d check
I might find myself by retracing my steps, but…

[Chorus]
I don’t remember, well, I forgot myself
I don’t remember, I don’t remember 2012
I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I don’t remember 2012, I don’t remember
Wow, the whole year’s a blur

[Verse 3]
I think I bought into the comedy and brought a lot of oddity
An odyssey I thought to be consider a commodity
And not until anomaly abolished my monotony
Did I applaud autonomy and modify a lot of me
I’ll escape this reality
Be the next Houdini

[Verse 4]
Glory be Satori but its hallucinatory
And it’s sure to be a story I can tell in purgatory
I said, once I’ve lost it can there be a Mahaprajnaparamita?

[Pre-Chorus]
Did you lose yourself? Well, it’s always in the last place you’d check
I might find myself by retracing my steps

[Chorus]
Wow! I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I heard the world would turn to hell
Compared to that, I’m doing well
I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I don’t remember 2012, I don’t remember 2012",
Will Wood and the Tapeworms,Self-Ish,Cotard's Solution (Anatta/Dukha/Anicca),"[Intro]
What if the wind caught up with me, started to change when I did?
Would I blow out like a light? Or like a kite fly away?
What if the fear of darkness gave way to the fear of color?
Would you live in black and white? Or rest your eyes through the day?

[Bridge]
And if dreams can come true, what does that say about nightmares?
I’ll stay awake tonight

[Verse 1]
Cry my name, remind my brain of my identity
I’m not gonna listen, I’m not my volition, I’m
Sha na na na na na na na, free will
Am I to blame for riding this train right by my destiny?
Ah, prove I can crack, ah, loose from the track, ah
Sha na na na na na na na, free will

[Verse 2]
Rolling my third eye into the back
Of my head and squinting through the black
Saw no center, saw not where it lead
It’s times like this that make me wish that
I wished that I were dead, I don’t wish I were dead
But somebody’s got to go

[Chorus]
I wanna make my murder look like a suicide
But they’ll all know, they’ll all know, but they’ll all know the body’s mine
I wanna go anonymous to identify
But they’ll all know, they’ll all know, they’ll all know, they’ll all know
They’ll all know that the body’s mine

[Verse 3]
Divide by 1 and find I’m one less than the one I was
So how many people am I? Now that I keep ‘em in my
Sha na na na na na, memory, still I
Check in the mirror to see how I look, I look different in different ways
Ah, you do the math, ah, who’s looking back? Ah
Sha na na na na na na na, that's not me

[Verse 4]
Carving my initials in the back
Of my hand in case of losing track
I forgot, remember to forgive?
It’s times like this that make me wish that
I wished that I could live, I don’t wish I could live
But somebody’s got to stay

[Chorus]
I wanna make my murder look like a suicide
But they’ll all know, they’ll all know, they’ll all know that the body’s mine
I wanna go anonymous to identify
But they’ll all know, they’ll all know, they’ll all know, they’ll all know, they’ll all know, they'll all know
Oh, they’ll know it’s mine

[Bridge]
And if dreams can come true, what does that say about nightmares?
I’ll stay awake tonight

[Chorus]
I wanna make my murder look like a suicide (Kill me, kill me, kill me, kill me)
But they’ll all know, they’ll all know, they’ll all know that the body’s mine (Kill me, kill me, kill me, kill me)
I wanna go anonymous to identify (Kill me, kill me, kill me, kill me)
But they’ll all know, they’ll all know, they’ll all know, they’ll all know (Kill me, kill me)
They’ll all know that the body’s mine",
Will Wood and the Tapeworms,Self-Ish,Mr. Capgras Encounters a Seconhand Vanity: Tulpmancer's Prosopagnosia/Pareidolia (As Direcct Result of Trauma to the Fusiform Gyrus),"[Intro]
You're trying to replace yourself
You’re trying to replace yourself, you’re trying to replace yourself
You’re trying to replace yourself, you’re trying to replace yourself
You’re trying to replace yourself, you’re trying to replace yourself
You’re trying to replace yourself, you’re—

[Verse 1]
Carving out a fact from a reckoning
Beckoning you back, skin sagging off its skeleton
Levitating off the ground
Is another man wearing your face
All the other false identities
Remedies or enemies to mitigate your memories
Shuddered at what they found
When they stripped away the grace

Eulogy or biography, I’m who I oughtta be, and that is God to me
(never never never)
So, my God, what’s wrong with me? If who I wanna be might be
Never, never, never
Never, never, never
Never, never, never
No, never!

[Chorus]
You’ll never take me alive, baby. You’ll never take me alive
You’ll never take me, you’ll never take me, you better pray that I die
You’ll never take me alive, baby. You’ll never take me alive
You’ll never take me, you’ll never take me, and no, you’re never gon’ find

[Post-Chorus]
Somebody to replace yourself, somebody to replace yourself!
Somebody to replace yourself, somebody to replace yourself!

[Verse 2]
Damn, I thought you’re not your imposter
You’re so sure you’re not gonna get caught
Dead in your own skin
But you didn’t choose what you were born in
And another man in your repertoire
Ready in your head and fed upon your memoirs
Still the same rules apply
From the birthday to the mourning

What you feel and what you do
Are those things really you? And if not, then what is?
(Never never never)
So, my God, what’s wrong with you?
And I’m still asking who that is
Never, never, never
Never, never, never
Never, never, never
No, never!

[Chorus]
You’ll never take me alive, baby, you’ll never take me alive
You’ll never take me, you’ll never take me, you better pray that I die
You’ll never take me alive, baby, you’ll never take me alive
You’ll never take me, you’ll never take me, and no, you’re never gon’ find

[Post-Chorus]
Somebody to replace yourself, somebody to replace yourself
Somebody to replace yourself, somebody to replace yourself

[Break]

[Chorus]
You’ll never take me alive, baby, you’ll never take me alive
(This is not enough, this is not enough to prove it yet!)
You’ll never take me, you’ll never take me, you better pray that I die
(No, I need to hit the bottom)
You’ll never take me alive, baby, you’ll never take me alive
(This is not enough, this is not enough to prove it yet!)
You’ll never take me, you’ll never take me, you better pray that I die
(No, I need to hit the bottom)

[Post-Chorus]
Somebody to replace yourself, somebody to replace yourself
Somebody to replace yourself, somebody to replace yourself
Somebody to replace yourself, somebody to replace yourself
Somebody to replace yourself, somebody to replace yourself",
Will Wood and the Tapeworms,Self-Ish,"The Song with Five Names, a.k.a Soapbox Tao, a.k.a Checkmate Atheists! a.k.a. Neospace Government, a.k.a. You Can Never Know (Ft. Alex Nauth, Cheska Colombo & Dylan Jacobus)","Why, I can’t see, that I am the “me” that I was born into
And what’s the source of you?
In your head, in your head, in your head
And yet you believe it’s true, well you do
Like you knew anything ever
Never trust in yourself or anyone else, we’ve always all been wrong
And we built these walls strong
Even I might define, won’t deny that I’m trying while my
Eyes do defy and belie quiet liars as I
Say what I say any way I may be saying it, but
I've been wrong before

[Chorus]
You can break a shovel when you break new ground
You dig dirt up when you dig deep down
You should know better than that by now
It’s not profound to know that you could, you could
You can break a shovel when you break new ground
You dig dirt up when you dig deep down
You should know better than that by now
It’s not profound to know that you can never know

[Post-Chorus]
You can never know
You can never know
You can never know

[Verse 2]
So don’t you forget that all you project is just to protect you from
The void within the form
Yes or no isn’t null; yes it is; no, I don’t know
Yes or no? Isn’t it a silly question? Ask it anyway, 'cause
What we are is (Gotta get to the bottom of this)
What we are not (Gotta get to the bottom of this)
??????? ?????? ??????? (Gotta get to the bottom of this)
What myths must make us man?
What is “is?” What is not? What is “what?”
What’s up, party people? What?
What I wonder? Why I’m not “whatever”
What the fuck? ‘Cause

[Chorus]
You can break a shovel when you break new ground
You dig dirt up when you dig deep down
You should know better than that by now
It’s not profound to know that you could, you could
You can break a shovel when you break new ground
You dig dirt up when you dig deep down
You should know better than that by now
It’s not profound to know that you can never know

[Post-Chorus/Guitar Solo]
You can never know!
You can never know!
You can never know!

[Bridge]
I noticed that the sunshine is a gaslight
I’m hoping that this one might be my past life
My Lord, I know enough to get my facts right
And that’s good enough for me
And everything and everyone will die soon
And we’ll have nothing left for us to lie to
No matter what we seek you’ll never find truth
And that’s good enough for me
So give me that old time religion
Gimme that old time religion
Give me that old time religion
It’s good enough for me
So give me that old time religion
Gimme that old time religion
Give me that old time religion
It’s good enough but not enough
To be good enough for me

[Chorus]
You can break a shovel when you break new ground
You dig dirt up when you dig deep down
You should know better than that by now
It’s not profound to know that you could, you could
You can break a shovel when you break new ground
You dig dirt up when you dig deep down
You should know better than that by now
It’s not profound to know that you can never know",
Will Wood and the Tapeworms,Self-Ish,"Hand Me My Shovel, I'm Going In!","[Verse 1]
My heart was stolen by a blind pickpocket
In the deep city streets in the summer of 2012
And I never even saw her face
My dreams were shattered like a stained glass window
Jesus in Pieces, I believe I threw a brick right through Him
But my memory could not be saved

[Pre-Chorus]
It just seems unlikely that it's me who was to blame
So I bookmark my DSM 'cause I need to remember my place

[Chorus]
This is not enough, this is not enough to prove it yet
No, I need to hit the bottom
This is not enough, this is not enough to prove it yet
No, I need to hit the bottom

[Post-Chorus]
Gotta get to the bottom of this
Gotta get to the bottom of this
Gotta get to the bottom of this
Take you with me
?
[Verse 2]
My soul was crushed like a tall boy
Underneath the boots on the curb
And I’m still picking up my molars
And putting them back in my face
My name was soiled by a last call spill
With a backwash swill and the blackout killed me
Sober on impact from a fall from grace
?
[Pre-Chorus]
Take the road on higher ground
And tell me “Don’t look down! You’ll fall and break your back”
But that just reminds me how there’s more to be found beneath the black

[Chorus]
This is not enough, this is not enough to prove it yet
No, I need to hit the bottom
This is not enough, this is not enough to prove it yet
No, I need to hit the bottom

[Post-Chorus]
Gotta get to the bottom of this
Gotta get to the bottom of this
Gotta get to the bottom of this
Take you with me
?
[Bridge]
Bottle, well, or barrel? All are empty
Dug, or drank, or poured it out
When too much is not enough there’s plenty
More where that came from around
Looking up we see the point of entry
Between where we are and we’ve been
Looking up I could say Heaven sent me
Hand me my shovel, I’m going in
Looking up we see the point of entry
Between where we are and we’ve been
Looking down I could say Heaven sent me
Hand me my shovel, I’m going in

Gotta get to the bottom of this
Gotta get to the bottom of this
Gotta get to the bottom of this
Gotta gotta get, gotta gotta get, gotta get
Gotta get to the bottom of this
Gotta gotta get, gotta gotta get, gotta get
Gotta get to the bottom of this
Gotta gotta get, gotta gotta get, gotta get
Gotta get to the bottom of this
If it kills me
Gotta gotta get, gotta ow!
Gotta get to the bottom of this
Gotta get to the bottom of this
Gotta get to the bottom of this
If it kills me

[Chorus/Outro]
This is not enough, this is not enough, not enough to prove it yet
No, I need to hit the bottom
This is not enough, this is not enough, not enough to prove it yet
No, I need to hit the bottom
This is not enough, this is not enough, not enough to prove it yet
No, I need to hit the bottom
This is not enough, this is not enough, not enough to prove it yet
No, I need to hit the bottom",
Will Wood and the Tapeworms,Self-Ish,Dr. Sunshine is Dead (Ft. Alex Nauth),"[Verse 1]
When did I become afraid of the dark?
Are my eyeballs just yet to adjust to seeing the light?
The room I’m in is still the same, the shadows have not rearranged it
No, the only thing that’s changed is how I see at night
I fumble for the switch and strap on infrareds
And wish for sunshine when the morning’s somewhere else
But I can’t change what time it is or dilate my irises
Only what I look at, and I’m looking at myself

[Chorus 1]
I am not the sunshine, I am not the moon at night
Well, who else could I be when I can’t hardly see?
I am not the sunshine, I am not the moon at night
I’m no one if I’m nowhere in between
?
[Verse 2]
When did I become afraid of the dark?
Was it when I left the cave and swore I’d never go back?
If we can’t see each other, then there’s no more use for hiding
I’ve decided I’ll abide it, why deny the color black?
I’m not a flower, not a solar-powered calculator
Damn my eyes for seeing what’s not there
I’ll trade in vision for a practiced intuition
Till my fears come to fruition I’m not scared
?
[Chorus 1]
I am not the sunshine, I am not the moon at night
Well who else could I be when I can’t hardly see?
I am not the sunshine, I am not the moon at night
I’m no one if I’m nowhere in between

[Bridge]
The future must know where you’ve been
The past predicts the state you’re in
The present did and will not last
Is, isn’t, was, have, hasn’t, has
All that I ask is keep those empty frames
If nobody’s in them, then no one is to blame
For your self-portraits, sign another name
Well, who should I be then, if I’ll never be the same?

[Chorus 2]
I will be my sunshine, I will be my moon at night
Who else could I be when I can’t fucking see?
I will be my sunshine, I will be my moon at night
I’m nowhere now, here’s no one now to be

[Outro]
And if dreams can come true, what does that say about nightmares?
I’ll stay awake tonight",
Will Wood and the Tapeworms,Self-Ish,-ish,"[Verse 1]
Well if winter comes and takes my life
Will it be the death I had in mind?
Or will I be captured in the ice
To preserve the way I died?

[Verse 2]
Well at 27 will I see
That I was born to be the man I'll be?
And if I change my self can I still stay me?
Or did I just change my mind?

[Verse 3]
I am a point in time and space
And I am the truths that I create
And so where my matter takes its stand
No it doesn't matter who I am

[Outro]
No it doesn't matter who I am
And I'm gonna be",
Will Wood and the Tapeworms,The Real Will Wood,Self- - Live,"[Verse 1]
I'll shake the apples from my family tree
So when the autumn comes to take the leaves
We'll write history books from memories
That we shared and will forget

[Verse 2]
Well, I don't remember 2012
But I heard the world would turn to hell
And compared to that, well, I'm doing well
So I pray to God it really did

[Chorus]
Well, they always ask you not to leave
And I am as they remember me
So when all my friends forget my name
No, I won't come back and be the same
No, I won't come back and be the same
And I'm gonna be my self again",
Will Wood and the Tapeworms,The Real Will Wood,10-4 6-Up 5-Oh Cop-Out Pro-Con - Live,"Six-up, five-oh, pigs come, I cop n’ go
The blotter shows they got me on the rocks like Galapagos
Good luck finding critters creepy as me
They shoulda fried me, I’ll give ya PTSD
Vodka shots droppin’ down the throat they been stompin’ on
Cockin’ guns, lockin’ up, the quotas all for shock n’ awe
Drivin’s tirin’, and I been hot-wirin’
To make my get away from the jailbreak riot and

Cellmates scrapin’ upon the bricks in the basement
Tryin’ to escape this probation generation
Too late, crazy fuckers gotta do the time
Committed to the mental ward, committing all the crimes
I’m alive and kickin’ till the split ends fray
Maybe plead insane, guilty, but I’m not to blame
I’m a slave to the main vein, sprayin’ on the mainframe
Suffering the infrastructure, hoping I can maintain

Oh how I know how I go how I go
Ask me a question the answer I know
Yes or no options don’t weigh out and so
I don’t ever see the cons and the pros

You bare a striking resemblance
(Some kind of semblance of somethin’ I been rememberin’)
You appear familiar dear
(You look just like my bathroom mirror)
Please policeman, no heel-to-toe
Oh please, let me go
Please policeman, is it a test?
I won’t know till I’m under arrest

The drunk-tank’s blood red, junkie’s gonna relapse
Some think punk’s dead, me, I don’t believe that
Rock n’ roll gatherin’ the moss till I be that
Lichen-coated boulder, make you slip (Bust your kneecap)
Open on the amazon, hide the cure for cancer
I’m Lance Armstrong, you’re the necromancer
Slash n’ burn, crash into the 42nd answer
All my fellow skeletons adore the army ants here

Flies on my eyeballs, scabs on my elbows
Heaven knows God’s sittin’ up there like, (“Hell no!”)
Only one thing comes to those who wait
Is it too late to embrace your fate?

May death come swiftly and gently to you
Mayhem, cry mayday, and oncoming doom
Save your convictions, they never will do
What you say’s at least 1/6 billionth true

You bare a striking resemblance
(Some kind of semblance of somethin’ I been rememberin’)
You appear familiar dear
(You look just like my bathroom mirror)
Please policeman, no heel-to-toe
Oh please, let me go
Please policeman, is it a test?
I won’t know till I’m under arrest

[spoken]
Ladies and gentlemen, Mike Bottiglieri on guitar. Let me see you fucking move!

Am I being detained?
Am I under arrest?
Read me my rights, please
(I want my phone call)
Please policeman, no heel-to-toe
Oh please, let me go
Please policeman, is it a test?
I won’t know till I’m ba-ba-ba-ba-ba
Please policeman, no heel-to-toe
Oh please, let me go
Please policeman, is it a test?
I won’t know till I’m under arrest",
Will Wood and the Tapeworms,The Real Will Wood,Cotard's Solution [Kill Me?] - Live,"[Intro]
""This is a song written by a dead guy""
What if the wind caught up with me, started to change when I did
Would I blow out like a light? Or like a kite fly away?
What if the fear of darkness gave way to the fear of color?
Would you live in black and white or rest your eyes through the day?
And if dreams can come true, what does that say about nightmares?
I’ll stay awake tonight

[Verse 1]
Cry my name, remind my brain of my identity
I’m not gonna listen, I’m not my volition, I’m
Sha na na na na na na na, free will
Am I to blame for riding this train right by my destiny?
I prove I can crack, I loose from the track, ah
Sha na na na na na na na, free will

[Verse 2]
Rolling my third eye into the back
Of my head and can’t see through the black
Saw no center, saw not where it lead
It’s times like this that make me wish that
I wished that I were dead, I don’t wish I were dead
But somebody’s got to go

[Chorus]
I wanna make my murder look like a suicide
But they’ll all know, they’ll all know, they’ll all know that the body’s mine
I wanna go anonymous to identify
But they’ll all know, they’ll all know, they’ll all know, they’ll all know
They’ll all know that the body’s mine

[Verse 3]
Divide by one and find I’m one less than the one I was
So how many people am I? Now that I keep ‘em in my
Sha na na na na na, memory, still I
Check in the mirror to see how I look, I look different in different ways
Ah, you do the math, ah, who’s looking back? Ah
Sha na na na na na na na, that's not me

[Verse 4]
Carving my initials in the back
Of my hand in case of losing track
I forgot, remember to forgive?
It’s times like this that make me wish that
I wished that I could live, I don’t wish I could live
But somebody’s got to stay

[Chorus]
I wanna make my murder look like a suicide
But they’ll all know, they’ll all know, they’ll all know that the body’s mine
I wanna go anonymous to identify
But they’ll all know, they’ll all know, they’ll all know, they’ll all know, they’ll all know, they'll all know
Oh, they’ll know it’s mine

[Bridge]
""Ladies and gentlemen, Matt Berger on the saxophone!""
And if dreams can come true, what does that say about nightmares?
I’ll stay awake tonight

[Chorus]
I wanna make my murder look like a suicide
(Kill me, kill me, kill me, kill me)
But they’ll all know, they’ll all know, they’ll all know that the body’s mine
(Kill me, kill me, kill me, kill me)
I wanna go anonymous to identify
(Kill me, kill me, kill me, kill me)
But they’ll all know, they’ll all know, they’ll all know, they’ll all know
(Kill me, kill me)
They’ll all know that the body’s mine",
